Dilshad Garden to Jhilmil via Dilshad Garden → Jhilmil | Lines: RED_Rithala to Dilshad Garden
Moulsari Avenue (Rapid Metro) to Welcome via Moulsari Avenue (Rapid Metro) → Cyber City (Rapid Metro) → Belvedere Towers (Rapid Metro) → Phase 2 (Rapid Metro) → Sikanderpur (Rapid Metro) → Sikanderpur → Gurudronacharya → Arjan Garh → Ghitorni → Sultanpur → Chhattarpur → Qutab Minar → Saket → Malviya Nagar → Hauz Khas → Green Park → AIIMS → Dilli Haat - INA → Jorbagh → Lok Kalyan Marg → Udyog Bhawan → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Phase 3 (Rapid Metro) to Welcome via Phase 3 (Rapid Metro) → Moulsari Avenue (Rapid Metro) → Cyber City (Rapid Metro) → Belvedere Towers (Rapid Metro) → Phase 2 (Rapid Metro) → Sikanderpur (Rapid Metro) → Sikanderpur → Gurudronacharya → Arjan Garh → Ghitorni → Sultanpur → Chhattarpur → Qutab Minar → Saket → Malviya Nagar → Hauz Khas → Green Park → AIIMS → Dilli Haat - INA → Jorbagh → Lok Kalyan Marg → Udyog Bhawan → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
IGI Airport to Welcome via IGI Airport → Delhi Aerocity → Dhaula Kuan → Shivaji Stadium → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Delhi Aerocity to Welcome via Delhi Aerocity → Dhaula Kuan → Shivaji Stadium → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Dhaula Kuan to Welcome via Dhaula Kuan → Shivaji Stadium → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Shivaji Stadium to Welcome via Shivaji Stadium → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: ORANGE/AIRPORT_Dwarka Sector - 21 to New Delhi → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Delhi Gate to Welcome via Delhi Gate → Jama Masjid → Lal Quila → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Jama Masjid to Welcome via Jama Masjid → Lal Quila → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Lal Quila to Welcome via Lal Quila → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: VIOLET_Kashmere Gate to Badarpur Border → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Okhla Bird Sanctuary to Welcome via Okhla Bird Sanctuary → Botanical Garden → Noida Sec -18 → Noida Sec -16 → Noida Sec -15 → New Ashok Nagar → Mayur Vihar Ext → Mayur Vihar-I → Akshardham → Yamuna Bank → Laxmi Nagar → Nirman Vihar → Preet Vihar → Karkarduma → Karkarduma Court → Krishna Nagar → East Azad Nagar → Welcome | Lines: MAGENTA_Janak Puri West to Botanical Garden → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar
Kalindi Kunj to Welcome via Kalindi Kunj → Okhla Bird Sanctuary → Botanical Garden → Noida Sec -18 → Noida Sec -16 → Noida Sec -15 → New Ashok Nagar → Mayur Vihar Ext → Mayur Vihar-I → Akshardham → Yamuna Bank → Laxmi Nagar → Nirman Vihar → Preet Vihar → Karkarduma → Karkarduma Court → Krishna Nagar → East Azad Nagar → Welcome | Lines: MAGENTA_Janak Puri West to Botanical Garden → MAGENTA_Janak Puri West to Botanical Garden → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar
Jasola Vihar Shaheen Bagh to Welcome via Jasola Vihar Shaheen Bagh → Kalindi Kunj → Okhla Bird Sanctuary → Botanical Garden → Noida Sec -18 → Noida Sec -16 → Noida Sec -15 → New Ashok Nagar → Mayur Vihar Ext → Mayur Vihar-I → Akshardham → Yamuna Bank → Laxmi Nagar → Nirman Vihar → Preet Vihar → Karkarduma → Karkarduma Court → Krishna Nagar → East Azad Nagar → Welcome | Lines: MAGENTA_Janak Puri West to Botanical Garden → MAGENTA_Janak Puri West to Botanical Garden → MAGENTA_Janak Puri West to Botanical Garden → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar
Okhla Vihar to Welcome via Okhla Vihar → Jasola Vihar Shaheen Bagh → Kalindi Kunj → Okhla Bird Sanctuary → Botanical Garden → Noida Sec -18 → Noida Sec -16 → Noida Sec -15 → New Ashok Nagar → Mayur Vihar Ext → Mayur Vihar-I → Akshardham → Yamuna Bank → Laxmi Nagar → Nirman Vihar → Preet Vihar → Karkarduma → Karkarduma Court → Krishna Nagar → East Azad Nagar → Welcome | Lines: MAGENTA_Janak Puri West to Botanical Garden → MAGENTA_Janak Puri West to Botanical Garden → MAGENTA_Janak Puri West to Botanical Garden → MAGENTA_Janak Puri West to Botanical Garden → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar
Jamia Millia Islamia to Welcome via Jamia Millia Islamia → Sukhdev Vihar → Okhla NSIC → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: MAGENTA_Janak Puri West to Botanical Garden → MAGENTA_Janak Puri West to Botanical Garden → MAGENTA_Janak Puri West to Botanical Garden → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Sukhdev Vihar to Welcome via Sukhdev Vihar → Okhla NSIC → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: MAGENTA_Janak Puri West to Botanical Garden → MAGENTA_Janak Puri West to Botanical Garden → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Okhla NSIC to Welcome via Okhla NSIC → Kalkaji Mandir → Nehru Place → Kailash Colony → Moolchand → Lajpat Nagar → Jangpura → Jawahar Lal Nehru Stadium → Khan Market → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: MAGENTA_Janak Puri West to Botanical Garden → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → VIOLET_Kashmere Gate to Badarpur Border → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Phase-I (Rapid Metro) to Welcome via Phase-I (Rapid Metro) → Sikanderpur → Gurudronacharya → Arjan Garh → Ghitorni → Sultanpur → Chhattarpur → Qutab Minar → Saket → Malviya Nagar → Hauz Khas → Green Park → AIIMS → Dilli Haat - INA → Jorbagh → Lok Kalyan Marg → Udyog Bhawan → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Sector 42-43 (Rapid Metro) to Welcome via Sector 42-43 (Rapid Metro) → Phase-I (Rapid Metro) → Sikanderpur → Gurudronacharya → Arjan Garh → Ghitorni → Sultanpur → Chhattarpur → Qutab Minar → Saket → Malviya Nagar → Hauz Khas → Green Park → AIIMS → Dilli Haat - INA → Jorbagh → Lok Kalyan Marg → Udyog Bhawan → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
Sector 53-54 (Rapid Metro) to Welcome via Sector 53-54 (Rapid Metro) → Sector 42-43 (Rapid Metro) → Phase-I (Rapid Metro) → Sikanderpur → Gurudronacharya → Arjan Garh → Ghitorni → Sultanpur → Chhattarpur → Qutab Minar → Saket → Malviya Nagar → Hauz Khas → Green Park → AIIMS → Dilli Haat - INA → Jorbagh → Lok Kalyan Marg → Udyog Bhawan → Central Secretariat → Patel Chowk → Rajiv Chowk → New Delhi → Chawri Bazar → Chandni Chowk → Kashmere Gate → Shastri Park → Seelam Pur → Welcome | Lines: RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → RAPID_Sector 55-56 (Rapid Metro) to Phase 3 (Rapid Metro) → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden
